customer_id,first_name,last_name,email,phone,city,state,country,date_of_birth,registration_date,loyalty_level
C0000903,Trevor,Graves,wadecarol@example.org,1178619025,Hyderabad,Maharashtra,India,1965-03-25,2023-01-23,Bronze
C0000904,Gary,Johnson,samantha54@example.net,2012275950,Ahmedabad,Maharashtra,India,1965-01-04,2022-03-24,Silver
C0000905,Luis,Rogers,rebeccareed@example.net,7950740717,Pune,Gujarat,India,2002-01-16,2026-03-29,Bronze
C0000906,Brandon,Gomez,dawn31@example.org,6493403910,Ahmedabad,Maharashtra,India,1963-09-12,2023-05-19,Bronze
C0000907,Ross,Hunter,caleb84@example.net,3599285535,Chennai,Karnataka,India,1964-08-31,2024-08-17,Bronze
C0000908,Paul,Johnson,kstuart@example.net,0696801867,Pune,Karnataka,India,1977-12-31,2025-08-18,Silver
C0000909,Vincent,Benson,jenniferhuber@example.net,9449530067,Hyderabad,Maharashtra,India,1984-04-18,2024-05-06,Silver
C0000910,Alan,Martin,maria17@example.org,5426241784,Coimbatore,Telangana,India,2004-04-10,2023-02-22,Bronze
C0000911,Doris,Armstrong,jefferywalker@example.com,1009060530,Kolkata,Gujarat,India,1996-04-16,2023-09-16,Bronze
C0000912,John,Hernandez,davisphilip@example.org,9045759887,Kolkata,Telangana,India,1967-07-12,2023-01-04,Bronze
C0000913,Brittney,Watkins,zcollins@example.org,3620275582,Kolkata,West Bengal,India,1993-02-02,2021-10-06,Bronze
C0000914,Heather,Martinez,zwilson@example.com,3802362192,Jaipur,Maharashtra,India,1970-01-11,2025-12-30,Bronze
C0000915,Ashley,Burns,parksariana@example.com,1863855881,Kolkata,West Bengal,India,1993-02-11,2025-07-22,Bronze
C0000916,Gary,Vazquez,chawkins@example.net,5378931869,Mumbai,Maharashtra,India,1994-03-12,2023-01-08,Bronze
C0000917,Linda,Hill,michelle18@example.org,7200283948,Bengaluru,Rajasthan,India,2006-08-22,2022-11-17,Bronze
C0000918,Brian,Davis,tony43@example.net,8116599302,Coimbatore,Telangana,India,2004-09-14,2023-04-28,Bronze
C0000919,TIFFANY,Hill,jefferyanderson@example.net,7521353028,Mumbai,Gujarat,India,1964-10-03,2025-01-06,Bronze
C0000920,Jon,Gonzalez,cooperlaura@example.org,7756919832,Ahmedabad,Tamil Nadu,India,2002-04-07,2022-04-26,Platinum
C0000921,Robert,Stephenson,harrisonnicholas@example.net,2983104384,Pune,Rajasthan,India,1988-03-23,2022-12-07,Bronze
C0000922,Edward,Miller,sheilabarnes@example.org,5685667063,Kolkata,Rajasthan,India,2000-05-14,2025-11-29,Bronze
C0000923,Linda,Cox,turnerjustin@example.com,0766349339,Pune,Gujarat,India,1982-02-16,2024-10-05,Silver
C0000924,Gary,Lopez,paulhamilton@example.org,4243625854,Delhi,Rajasthan,India,1996-06-25,2021-11-21,Silver
C0000925,Amanda,Vasquez,singhsarah@example.org,4199643385,Hyderabad,Maharashtra,India,1992-12-03,2023-02-21,Bronze
C0000926,Pamela,Estrada,amanda33@example.com,0311587605,Delhi,Karnataka,India,1988-02-15,2026-05-08,Bronze
C0000927,EMILY,Porter,tmorales@example.net,5353659746,Hyderabad,Tamil Nadu,India,1987-07-29,2022-02-04,Bronze
C0000928,Ryan,Bullock,christiancooper@example.com,8095948152,Jaipur,Telangana,India,1983-07-18,2024-09-17,Silver
C0000929,Barbara,Sanders,pwhite@example.org,4235914261,,Telangana,India,2005-11-01,2026-03-09,Silver
C0000930,Brandy,Wright,shelleyvelasquez@example.com,4307963731,Coimbatore,Telangana,India,2005-06-28,2022-08-04,Silver
C0000931,Tyler,Schmidt,samantha21@example.org,8718452354,Ahmedabad,Delhi,India,1992-11-26,2023-10-07,Bronze
C0000932,Joseph,Frazier,fwilliams@example.org,0865237772,Pune,Gujarat,India,2007-12-19,2024-04-23,Silver
C0000933,Richard,Lee,rodriguezrhonda@example.net,5278105580,Pune,Tamil Nadu,India,1994-06-26,2023-01-26,Silver
C0000934,Jessica,Jones,luisbates@example.org,6094391368,Mumbai,West Bengal,India,1963-12-11,2023-03-30,Platinum
C0000935,David,Gray,michael28@example.com,0929735259,Coimbatore,Gujarat,India,1971-08-27,2022-12-28,Bronze
C0000936,Edward,Steele,nperez@example.org,0457353236,Ahmedabad,West Bengal,India,1985-05-17,2021-11-06,Silver
C0000937,Terrence,Davis,arnoldstephen@example.net,6971823601,Ahmedabad,Gujarat,India,1972-03-03,2024-12-04,Bronze
C0000938,Cory,Newman,patriciagrant@example.net,1764846735,Jaipur,Tamil Nadu,India,1971-06-08,2023-05-04,Gold
C0000939,Tina,Brandt,donaldmartin@example.net,1944258922,Mumbai,Delhi,India,1965-06-12,2024-10-05,Bronze
C0000940,Isaac,Beasley,jason06@example.org,3118046741,Mumbai,Tamil Nadu,India,2007-01-31,2024-03-27,Bronze
C0000941,Jermaine,Hansen,kelsey85@example.org,1362608463,Ahmedabad,Rajasthan,India,1987-10-31,2022-02-03,Silver
C0000942,Lee,Hill,uwilliams@example.com,2151641195,Ahmedabad,Tamil Nadu,India,1962-09-15,2026-05-26,Silver
C0000943,Sarah,Davis,nvargas@example.net,7875207020,Jaipur,Karnataka,India,1972-04-30,2021-09-06,Bronze
C0000944,Charles,Camacho,udavis@example.net,2413936967,Coimbatore,Maharashtra,India,1989-03-08,2021-11-11,Silver
C0000945,Ashley,Mills,charlessimmons@example.com,1922760759,Chennai,Gujarat,India,1993-11-22,2026-03-10,Silver
C0000946,Robert,Young,sheliacohen@example.net,3191654308,Kolkata,Karnataka,India,1977-06-04,2022-08-13,Silver
C0000947,Duane,Moore,bellandrew@example.com,6449747000,Mumbai,Delhi,India,1993-02-24,2024-12-02,Gold
C0000948,Kevin,Gardner,tcrawford@example.net,9741636560,Chennai,Gujarat,India,1963-02-15,2025-01-05,Bronze
C0000949,John,Edwards,thomasjohnson@example.net,4969277119,Bengaluru,Gujarat,India,1987-06-05,2023-06-14,Gold
C0000950,Manuel, Williams ,brittney02@example.com,1282763643,Bengaluru,Maharashtra,India,1981-04-16,2026-01-06,Bronze
C0000951,Christine,Hansen,cheryl54@example.com,3454434414,Jaipur,Maharashtra,India,2000-04-21,2023-08-20,Gold
C0000952,Karen,Sanchez,joshua74@example.org,6408822309,Jaipur,West Bengal,India,1970-04-16,2025-08-12,Bronze
C0000953,Jennifer,Robinson,,2021707548,Hyderabad,Maharashtra,India,2004-06-13,2025-01-24,Gold
C0000954,Mitchell,Kennedy,michelemartinez@example.org,0449646129,Chennai,Rajasthan,India,1963-06-03,2022-10-04,Bronze
C0000955,Phyllis,Baxter,taylordanny@example.net,5658963595,Delhi,Rajasthan,India,1990-11-01,2022-03-24,Silver
C0000956,Sandra,Lynch,greenmichael@example.com,4566311388,Pune,Delhi,India,1981-09-28,2023-02-12,Bronze
C0000957,James,Russell,arthurwright@example.com,4246310437,Delhi,Tamil Nadu,India,2007-06-24,2024-12-04,Platinum
C0000958,Kimberly,Fernandez,johnsonlacey@example.net,2946902177,Bengaluru,Telangana,India,1979-06-28,2023-02-27,Platinum
C0000959,Victoria,Turner,brian38@example.com,2289466527,Kolkata,Tamil Nadu,India,1975-03-28,2022-09-09,Platinum
C0000960,Abigail,Hernandez,albertsmith@example.com,9133030334,Hyderabad,Telangana,India,1966-03-01,2022-08-07,Bronze
C0000961,Ellen,Patterson,adiaz@example.com,2799553024,Pune,Maharashtra,India,1966-11-18,2023-01-10,Gold
C0000962,Renee,Navarro,lisa23@example.org,4202847190,Kolkata,Gujarat,India,1972-09-04,2022-09-06,Bronze
C0000963,Kelly,Ibarra,gonzalesnatasha@example.com,8717754619,Delhi,West Bengal,India,1964-12-17,2024-11-03,Bronze
C0000964,Michael,Weaver,rmoore@example.com,5812259095,Bengaluru,Karnataka,India,1980-09-23,2023-09-21,Bronze
C0000965,Robin, Hardy ,staceywashington@example.net,7912121101,Delhi,Maharashtra,India,1964-05-30,2023-07-24,Silver
C0000966,Heidi,Haas,vaguirre@example.net,1707403925,Ahmedabad,Maharashtra,India,2003-07-24,2023-09-12,Silver
C0000967,Heather,Thompson,jill17@example.org,2276433872,Bengaluru,Gujarat,India,1981-03-29,2022-10-29,Silver
C0000968,Drew,Bennett,rshelton@example.com,3308334447,Pune,Karnataka,India,1996-11-05,2025-10-19,Gold
C0000969,William,Carpenter,alexander70@example.org,5968519537,Kolkata,Maharashtra,India,1973-12-02,2024-12-07,Platinum
C0000970,Ronald,Barrett,staceyharper@example.com,3427775225,Mumbai,Gujarat,India,1990-01-10,2022-03-29,Bronze
C0000971,Norma,Bailey,thomascassandra@example.org,9229411563,Delhi,Maharashtra,India,1983-03-07,2024-03-29,Silver
C0000972,Katherine,Haynes,,6294206615,Hyderabad,Rajasthan,India,1963-05-26,2026-03-30,Gold
C0000973,Matthew,Lee,walkeramanda@example.org,4983211221,Pune,Tamil Nadu,India,1981-09-14,2025-11-26,Bronze
C0000974,Elizabeth,Stephenson,amanda68@example.com,6401918548,Ahmedabad,Tamil Nadu,India,1982-08-09,2024-02-26,Bronze
C0000975,Karen,Hood,williamspaul@example.net,7873585664,Hyderabad,Gujarat,India,2002-02-06,2025-04-04,Silver
C0000976,Jennifer,Robinson,danielthomas@example.com,2132041042,Kolkata,Maharashtra,India,1976-04-27,2022-07-07,Platinum
C0000977,Juan,Washington,davismichelle@example.com,6999949812,Hyderabad,Delhi,India,1998-12-15,2021-09-21,Bronze
C0000978,Brian,Golden,vortiz@example.net,0005328538,Delhi,Karnataka,India,1961-10-26,2024-04-16,Silver
C0000979,Crystal,Nguyen,josephmercado@example.org,5826929900,Delhi,Karnataka,India,1990-12-20,2022-12-13,Bronze
C0000980,Lynn,Avila,michaelathompson@example.net,8963376185,Hyderabad,Tamil Nadu,India,1973-08-09,2024-12-08,Bronze
C0000981,Spencer,Wright,tammy10@example.org,2823392188,Delhi,Maharashtra,India,1992-12-07,2022-02-03,Bronze
C0000982,Allison,Nguyen,sullivanpaula@example.com,1065920881,Bengaluru,Karnataka,India,2003-10-30,2022-08-21,Bronze
C0000983,Stuart,Wallace,gwilson@example.net,5969838457,Ahmedabad,Karnataka,India,1988-02-25,2024-10-04,Bronze
C0000984,Miguel,Ashley,wferguson@example.org,9125734989,Mumbai,Tamil Nadu,India,1983-10-02,2023-06-16,Silver
C0000985,Carrie,Lambert,gallagherjoanna@example.org,7472966941,Chennai,Tamil Nadu,India,1988-07-12,2025-09-04,Silver
C0000986,Andrew,Smith,rparker@example.com,8599464183,Bengaluru,West Bengal,India,1969-03-20,2025-01-18,Silver
C0000987,Steven,Roberts,ostone@example.com,6988164980,Ahmedabad,Karnataka,India,1962-03-25,2022-12-21,Bronze
C0000988,Elizabeth,Robertson,uliu@example.org,0262706648,Bengaluru,Karnataka,India,1998-08-08,2023-01-29,Bronze
C0000989,Joseph,Bass,abigail30@example.net,0574883997,Pune,Delhi,India,1985-03-19,2025-02-03,Bronze
C0000990,Tracey,Young,sarawest@example.com,0030566199,Hyderabad,Telangana,India,1985-11-18,2024-11-06,Bronze
C0000991,Kelly,Grant,margaretirwin@example.net,6790870187,Jaipur,Tamil Nadu,India,1963-09-06,2022-07-08,Silver
C0000992,Crystal,Harris,pamela10@example.org,4442990674,Hyderabad,Gujarat,India,1988-11-01,2024-09-26,Bronze
C0000993,Fred,Case,xthomas@example.org,5599672562,Mumbai,Telangana,India,2002-12-31,2021-08-15,Gold
C0000994,Martin,Lewis,scott04@example.com,7648455939,Jaipur,Gujarat,India,1968-02-12,2023-07-12,Gold
C0000995,Amanda,Edwards,irivas@example.com,5312900362,Bengaluru,Karnataka,India,1993-09-12,2023-07-27,Bronze
C0000996,Sandra,Bowman,bsimpson@example.com,9585585229,Bengaluru,Rajasthan,India,1971-01-30,2024-03-19,Silver
C0000997,Craig,Wilson,tracy91@example.com,0508054914,Pune,West Bengal,India,1979-11-18,2025-07-26,Bronze
C0000998,Jerry,Diaz,michaelthomas@example.com,1715949734,Hyderabad,Maharashtra,India,1964-01-19,2024-05-22,Bronze
C0000999,Jesse,Dixon,walkerdavid@example.org,1133892608,Bengaluru,Maharashtra,India,1973-06-21,2026-04-16,Silver
C0001000,Carlos,Bauer,mdaniels@example.org,8625152174,Jaipur,Rajasthan,India,1983-11-03,2023-06-25,Bronze
C0001001,Timothy,Shaffer,garciaanne@example.org,6734467177,Chennai,Delhi,India,1988-08-09,2022-02-09,Bronze
C0001002,Valerie,Walker,mtaylor@example.net,6645099990,Jaipur,Tamil Nadu,India,1997-10-11,2026-04-08,Bronze
C0001003,Matthew,Perez,schmidtjesus@example.net,2118968442,Kolkata,Delhi,India,1996-07-29,2025-12-13,Silver
C0001004,Kenneth,Potter,caguilar@example.org,7595828190,Mumbai,Gujarat,India,1991-07-29,2026-07-09,Bronze
C0001005,Steven,Ryan,wilkinskevin@example.net,9717059844,Mumbai,Gujarat,India,1975-08-01,2025-03-04,Silver
C0001006,Tyler,Russo,ghendrix@example.org,3038856811,Bengaluru,Tamil Nadu,India,1995-01-06,2026-02-19,Gold
C0001007,Christopher,Landry,barbara09@example.net,1779055286,Chennai,Maharashtra,India,1976-08-06,2024-09-24,Gold
C0001008,Christopher,Calderon,julie80@example.net,0532601193,Hyderabad,West Bengal,India,1978-06-23,2026-01-31,Gold
C0001009,David,Berry,pparker@example.com,1360908581,Jaipur,West Bengal,India,1980-11-04,2024-05-05,Bronze
C0001010,Bruce,Taylor,jenniferclark@example.org,8736627135,Hyderabad,Gujarat,India,2000-03-26,2023-08-23,Platinum
C0001011,Jason,Allen,bushcourtney@example.net,6154731566,Bengaluru,Tamil Nadu,India,2000-03-20,2023-02-19,Silver
C0001012,Michael,Clarke,garciakelly@example.com,2837727028,Chennai,Delhi,India,1989-06-13,2021-08-05,Bronze
C0001013,Matthew,Wright,adrianagray@example.com,1610197535,Chennai,West Bengal,India,1979-08-19,2021-12-02,Silver
C0001014,Theresa,Richmond,lopezann@example.org,7304276362,Coimbatore,West Bengal,India,2004-09-07,2023-10-05,Bronze
C0001015,Erica,Chavez,brittanybauer@example.org,9067649092,Kolkata,Karnataka,India,1980-06-28,2025-11-19,Silver
C0001016,Shawn,Nelson,karen51@example.net,5872717430,Coimbatore,Rajasthan,India,1969-09-16,2022-06-15,Bronze
C0001017,Katherine,Combs,kimberly03@example.com,9881873877,Bengaluru,Delhi,India,1977-06-26,2023-05-19,Bronze
C0001018,Richard,Juarez,qsmith@example.org,0909153860,Mumbai,Telangana,India,1988-07-01,2022-09-08,Silver
C0001019,Michael,Cobb,bradshawcarlos@example.org,1905772044,Kolkata,Rajasthan,India,2008-07-09,2025-10-06,Silver
C0001020,Hannah,Combs,cory32@example.com,3810979412,Bengaluru,Delhi,India,1993-03-29,2021-10-17,Silver
C0001021,Brenda,Moss,yhernandez@example.com,3225174224,Mumbai,Tamil Nadu,India,1973-04-15,2025-02-13,Bronze
C0001022,Cory,Ferguson,johnsonkevin@example.net,1630702867,Kolkata,Karnataka,India,1963-12-13,2021-10-28,Silver
C0001023,Brooke,Chan,peterlang@example.net,1953689005,Jaipur,Tamil Nadu,India,1982-11-09,2021-10-23,Bronze
C0001024,Brian,Simpson,matthewyates@example.org,7397130722,Hyderabad,Karnataka,India,1998-05-05,2024-10-16,Bronze
C0001025,Ashley,Paul,pwilkerson@example.com,2210454617,Hyderabad,Tamil Nadu,India,1998-10-16,2022-02-19,Bronze
C0001026,Thomas,Smith,kirk60@example.org,4422521602,Pune,Tamil Nadu,India,2001-07-20,2023-11-07,Silver
C0001027,Karina,Thomas,aguilarkevin@example.com,2690326551,Delhi,Telangana,India,1989-05-22,2022-03-24,Bronze
C0001028,Denise,Morrison,jennifer02@example.com,5985160211,Delhi,Karnataka,India,1998-02-06,2026-07-02,Gold
C0001029,Sandra,Davis,zfernandez@example.net,9864786862,Chennai,Maharashtra,India,1965-07-22,2021-08-21,Gold
C0001030,Vincent,Adams,ggreen@example.net,7819190749,Delhi,Tamil Nadu,India,1991-04-23,2024-02-11,Bronze
C0001031,Bradley,Powell,philliphayden@example.net,3534848647,Jaipur,Karnataka,India,1969-07-15,2023-06-17,Silver
C0001032,Audrey,Rose,joshua22@example.net,2123720550,Coimbatore,Maharashtra,India,1965-09-14,2021-09-24,Bronze
C0001033,Andrew,Stone,lauramanning@example.com,3919008899,Jaipur,Telangana,India,1969-08-30,2025-01-04,Bronze
C0001034,Lauren,Johnson,cruzkaren@example.net,3273798979,Delhi,Karnataka,India,1998-06-04,2024-06-02,Gold
C0001035,Kevin,Zhang,bendermichelle@example.net,7463000998,Bengaluru,Maharashtra,India,1991-02-17,2022-07-25,Silver
C0001036,Pamela,Sharp,stephaniemiller@example.org,5198545829,Chennai,Tamil Nadu,India,1974-06-05,2023-10-07,Gold
C0001037,Linda,Ortega,coxmario@example.org,6607569994,Chennai,Maharashtra,India,1989-01-28,2025-03-24,Bronze
C0001038,Scott,Moran,browndevin@example.net,2818223879,Pune,West Bengal,India,1988-03-03,2022-10-02,Gold
C0001039,Arthur,Reed,crawfordhaley@example.org,3536423570,Hyderabad,Tamil Nadu,India,1972-05-29,2022-05-12,Silver
C0001040,Victoria,Castro,andrearivera@example.net,6125590461,Kolkata,Maharashtra,India,2002-07-01,2023-01-10,Bronze
C0001041,Jeffery,Baker,fjohnson@example.org,8271012329,Kolkata,Maharashtra,India,1967-08-27,2022-08-14,Bronze
C0001042,Anthony,Conway,alexander66@example.com,4460422763,Bengaluru,Rajasthan,India,1968-11-04,2022-04-21,Bronze
C0001043,Mason,Smith,zball@example.net,4724358617,Coimbatore,Tamil Nadu,India,1972-08-29,2024-04-04,Bronze
C0001044,Katherine,Brady,margaretbarnett@example.org,7086665622,Coimbatore,Tamil Nadu,India,1991-08-19,2025-01-12,Platinum
C0001045,Melissa,Ramos,kristy47@example.com,2903500618,Bengaluru,Gujarat,India,1994-06-14,2024-02-13,Gold
C0001046,Teresa,Martinez,michelle34@example.org,6682121564,Delhi,Maharashtra,India,1985-11-05,2023-09-27,Bronze
C0001047,Bailey,Jackson,rkeller@example.com,1197388182,Ahmedabad,Tamil Nadu,India,2007-01-23,2025-03-15,Bronze
C0001048,Jesus,Perez,vincent82@example.net,8849680664,Delhi,Rajasthan,India,1968-05-31,2021-12-04,Gold
C0001049,Hunter,Martin,larry41@example.net,3016049860,Jaipur,Maharashtra,India,1968-05-24,2025-11-07,Silver
C0001050,Paul,Archer,frankkey@example.org,9789990114,Jaipur,Gujarat,India,1981-10-28,2025-08-05,Platinum
C0001051,Lisa,Allen,ladkins@example.com,0162590841,Mumbai,Tamil Nadu,India,1997-03-17,2024-05-08,Gold
C0001052,Michelle,Morse,jonessusan@example.com,5821072887,Mumbai,Telangana,India,1970-12-03,2025-07-14,Bronze
C0001053,Carol,Brown,taylordougherty@example.org,0881972239,Kolkata,Tamil Nadu,India,1994-04-19,2025-09-22,Bronze
C0001054,Kimberly,Nichols,omorgan@example.org,6810248085,Pune,Tamil Nadu,India,1963-09-13,2021-09-05,Platinum
C0001055,Geoffrey,Scott,james23@example.com,2169069685,Chennai,West Bengal,India,2006-11-27,2025-07-27,Gold
C0001056,Andrew,Owen,carl91@example.org,2150164261,Delhi,Karnataka,India,1976-05-13,2023-03-27,Bronze
C0001057,Michael,Krause,,9839248481,Mumbai,West Bengal,India,1982-01-26,2022-06-19,Silver
C0001058,Joanna,Burke,cervantesleslie@example.org,2151675864,Chennai,Telangana,India,2006-12-30,2024-05-12,Silver
C0001059,Jesse,Pierce,smithandre@example.org,7642789615,Bengaluru,Tamil Nadu,India,1984-06-27,2024-04-14,Gold
C0001060,Julie,Rocha,taylorkaylee@example.com,5123959781,Coimbatore,West Bengal,India,1972-02-02,2024-10-03,Silver
C0001061,Melissa,Fowler,umartin@example.com,2446546772,Pune,Gujarat,India,1991-08-09,2022-06-03,Platinum
C0001062,Anthony,Harris,ymartinez@example.com,8370317543,Bengaluru,Rajasthan,India,1991-08-28,2024-01-29,Bronze
C0001063,Lori,Pittman,janice26@example.org,9254686272,Hyderabad,West Bengal,India,1964-08-31,2025-05-16,Bronze
C0001064,Robert,King,griffinpatricia@example.net,2713538676,Jaipur,Tamil Nadu,India,1970-02-02,2023-05-29,Bronze
C0001065,Patricia,Reynolds,alawson@example.net,4886932055,Hyderabad,Maharashtra,India,1985-02-28,2021-10-08,Bronze
C0001066,Grace,Acevedo,thomaslane@example.net,5976405356,Pune,West Bengal,India,1995-08-06,2025-06-30,Silver
C0001067,Vincent,Morgan,erik19@example.net,3842273627,Pune,Maharashtra,India,1973-07-16,2023-01-18,Silver
C0001068,Sherry,Thomas,rodriguezcharles@example.com,7691716204,Mumbai,Karnataka,India,1986-11-13,2022-07-11,Gold
C0001069,Keith,Hood,oray@example.org,2169039220,Hyderabad,Rajasthan,India,1998-12-16,2021-09-03,Bronze
C0001070,Cody,Krause,jack64@example.com,0680177031,Bengaluru,Telangana,India,1964-03-26,2024-06-19,Bronze
C0001071,Gina,Pugh,brandy32@example.com,2446931729,Pune,West Bengal,India,1978-01-01,2026-04-11,Bronze
C0001072,Adam,Walker,figueroakatelyn@example.com,0259985193,Pune,Maharashtra,India,1992-12-30,2022-11-24,Silver
C0001073,Vickie,Snyder,mooreashley@example.com,5049602667,Ahmedabad,Delhi,India,1992-06-04,2022-12-20,Gold
C0001074,Angela,Torres,briannabaker@example.net,0708864067,Bengaluru,Telangana,India,1973-02-06,2021-12-07,Gold
C0001075,Amy,Ortega,cunninghammegan@example.org,2215439044,Delhi,Rajasthan,India,2001-05-08,2023-06-21,Bronze
C0001076,Glenn,Moore,johnthompson@example.org,5102555019,Pune,Telangana,India,1983-12-01,2021-11-02,Bronze
C0001077,Jeremy,Sullivan,heather39@example.org,3243629620,Mumbai,Maharashtra,India,1999-12-17,2026-02-18,Bronze
C0001078,Zoe,Hall,mariekramer@example.com,2907596599,Chennai,Delhi,India,1969-07-31,2022-10-08,Bronze
C0001079,John,Crawford,charlesstevens@example.net,4210629419,Hyderabad,Tamil Nadu,India,2003-11-23,2022-05-21,Platinum
C0001080,Brenda,White,ojones@example.org,5362647528,Ahmedabad,Tamil Nadu,India,1968-07-23,2022-10-05,Silver
C0001081,Jacqueline,Zamora,zmartinez@example.org,0992845240,Mumbai,Karnataka,India,1965-10-30,2024-07-25,Silver
C0001082,Hayley,Dalton,alejandro14@example.org,1914308779,Hyderabad,Karnataka,India,1993-04-11,2022-08-20,Bronze
C0001083,Nicholas,Figueroa,ericdavis@example.net,4581920487,Mumbai,Telangana,India,1995-02-01,2024-10-21,Bronze
C0001084,Maria,Gonzalez,nicoletodd@example.net,5159025784,Kolkata,Maharashtra,India,1996-12-04,2024-05-23,Silver
C0001085,Dana,Floyd,jill83@example.net,5672620846,Bengaluru,Rajasthan,India,1973-01-03,2024-08-20,Silver
C0001086,Kevin,Robinson,jillian19@example.com,8222501825,Bengaluru,Tamil Nadu,India,1991-12-28,2023-01-07,Platinum
C0001087,Andrea,Lopez,nicole01@example.org,3414992900,Mumbai,Gujarat,India,1973-02-21,2025-04-29,Gold
C0001088,Bernard,Ortiz,bakermariah@example.com,9563217400,,Maharashtra,India,1964-12-14,2022-04-10,Bronze
C0001089,Bailey,Sanchez,amberthompson@example.org,7119360060,Ahmedabad,Tamil Nadu,India,1994-08-14,2021-11-14,Bronze
C0001090,Luke,Campbell,mcleankaitlin@example.org,6264385009,Jaipur,West Bengal,India,1973-05-12,2023-04-04,Gold
C0001091,JOSEPH,Davis,ohopkins@example.net,3361094416,Kolkata,Gujarat,India,1968-04-20,2024-11-11,Bronze
C0001092,Michael,Yoder,darren37@example.org,7685760634,Kolkata,Telangana,India,2003-12-31,2021-12-08,Bronze
C0001093,LORI,Beard,kennedymichele@example.org,0179993242,Hyderabad,Delhi,India,1999-09-09,2023-06-03,Bronze
C0001094,Sean,Adams,christian72@example.org,5653869479,Hyderabad,Tamil Nadu,India,1981-07-11,2026-02-11,Silver
C0001095,Mike,Perez,robertbradley@example.com,2386410095,Jaipur,Maharashtra,India,2004-02-22,2024-03-20,Silver
C0001096,Timothy,Acevedo,christopherbarber@example.org,9900937814,Ahmedabad,West Bengal,India,1994-10-25,2025-01-17,Gold
C0001097,Jillian,Carter,hwagner@example.com,3706618756,Ahmedabad,Tamil Nadu,India,1970-07-01,2024-11-07,Bronze
C0001098,Kari,Powell,richardsonkenneth@example.net,8589900277,Kolkata,Telangana,India,1962-04-24,2025-12-14,Bronze
C0001099,Kyle,Williams,jsantos@example.com,4356605033,Coimbatore,Maharashtra,India,2001-11-07,2025-11-20,Silver
C0001100,John,Johnson,qnewman@example.org,6718222667,Coimbatore,Tamil Nadu,India,2003-05-12,2021-09-10,Platinum
C0001101,Kellie,Hayes,gmurphy@example.com,6739634289,Pune,Gujarat,India,1963-03-13,2024-03-26,Silver
C0001102,Lauren,Little,anthonydana@example.net,2170486186,Ahmedabad,Maharashtra,India,1988-02-24,2023-04-22,Gold
C0001103,Jacob,Brown,moralesfrancisco@example.net,7399289198,Coimbatore,Maharashtra,India,1999-10-16,2022-11-12,Bronze
C0001104,Robert,Morris,kendrahall@example.org,0864942694,Hyderabad,Tamil Nadu,India,2001-10-19,2026-02-09,Bronze
C0001105,Gloria,Ortega,craigjohn@example.com,9014599670,Mumbai,Tamil Nadu,India,1965-11-17,2024-06-12,Gold
C0001106,Lori,Gonzales,richardsonwendy@example.net,4388430217,Delhi,Tamil Nadu,India,1993-08-22,2025-10-28,Gold
C0001107,Michelle,Smith,rfinley@example.net,1589016492,Ahmedabad,Tamil Nadu,India,1961-08-28,2023-04-03,Bronze
C0001108,Sheila,Hampton,alvarezsharon@example.org,4070308808,Jaipur,Maharashtra,India,1988-12-02,2022-10-31,Platinum
C0001109,Allison,Burke,ppierce@example.com,8500728895,Bengaluru,Maharashtra,India,2004-07-09,2023-11-25,Silver
C0001110,Christopher,Barnes,hendersonbrittany@example.org,1276620808,Delhi,Tamil Nadu,India,2004-01-30,2022-07-29,Gold
C0001111,Stephen,Reid,virginiafisher@example.net,4435962458,Chennai,Maharashtra,India,1973-09-18,2021-08-25,Silver
C0001112,Jill,Phillips,kennethsandoval@example.com,6909123753,Kolkata,Maharashtra,India,1979-09-04,2026-05-27,Gold
C0001113,Shannon,Morrow,wrightnicholas@example.com,2436524055,Hyderabad,Telangana,India,1995-09-01,2022-03-24,Bronze
C0001114,Holly,Ochoa,kimberly40@example.org,4882159773,Pune,Maharashtra,India,1988-10-12,2025-01-19,Gold
C0001115,Edwin,Gonzalez,jerryjohnson@example.com,9986491259,Chennai,Maharashtra,India,2006-12-01,2023-01-14,Gold
C0001116,Dennis,Williams,jacob86@example.org,6992066617,Jaipur,Telangana,India,1973-08-06,2023-03-01,Silver
C0001117,Patricia,Bennett,briannamclaughlin@example.net,3587688777,Mumbai,Gujarat,India,1991-01-29,2021-08-29,Silver
C0001118,Kevin,Wright,brandonmeza@example.com,1539839122,Hyderabad,Gujarat,India,1961-11-09,2022-02-13,Bronze
C0001119,Keith,Williams,jspears@example.net,4304913410,Chennai,Maharashtra,India,1995-04-16,2024-04-15,Silver
C0001120,Edwin, Reid ,landerson@example.net,5642240592,Chennai,Tamil Nadu,India,1977-06-13,2024-06-02,Silver
C0001121,Marie,Johnson,bholder@example.net,9489629805,Pune,Rajasthan,India,1961-11-06,2022-04-12,Bronze
C0001122,Thomas,Diaz,westricky@example.org,9572404347,Hyderabad,Maharashtra,India,1983-03-13,2023-06-22,Silver
C0001123,Tamara,Douglas,uguerrero@example.com,0077732175,Pune,Tamil Nadu,India,1967-06-03,2026-06-14,Bronze
C0001124,Kathleen,White,thomasmatthew@example.net,9387337034,Jaipur,Telangana,India,1980-04-10,2025-05-15,Gold
C0001125,Justin,Lynch,trevor07@example.net,2351076519,Coimbatore,Maharashtra,India,2008-05-18,2026-04-18,Platinum
